targetCate,trialType,stimIndex,duration,probeLeftIndex,probeRightIndex,probeOrder
Face,presurprise,111,long,,,DurationFirst
Face,presurprise,23,long,,,DurationFirst
Face,presurprise,112,long,,,DurationFirst
Face,presurprise,68,short,,,DurationFirst
Face,presurprise,65,short,,,DurationFirst
Face,presurprise,114,short,,,DurationFirst
Face,presurprise,51,long,,,DurationFirst
Face,presurprise,99,short,,,DurationFirst
Face,presurprise,109,long,,,DurationFirst
Face,presurprise,53,long,,,DurationFirst
Face,presurprise,91,long,,,DurationFirst
Face,presurprise,37,short,,,DurationFirst
Face,presurprise,27,long,,,DurationFirst
Face,presurprise,56,long,,,DurationFirst
Face,presurprise,75,short,,,DurationFirst
Face,presurprise,54,short,,,DurationFirst
Face,presurprise,10,long,,,DurationFirst
Face,presurprise,13,long,,,DurationFirst
Face,surprise,54,long,54.0,36.0,DurationFirst
Face,postsurprise,10,short,10.0,46.0,DurationFirst
Face,postsurprise,80,short,80.0,62.0,DurationFirst
Face,postsurprise,5,short,5.0,23.0,DurationFirst
Face,postsurprise,79,short,79.0,61.0,DurationFirst
Face,presurprise,5,short,,,DurationFirst
Face,presurprise,87,short,,,DurationFirst
Face,presurprise,110,long,,,DurationFirst
Face,presurprise,46,short,,,DurationFirst
Face,presurprise,75,short,,,DurationFirst
Face,presurprise,70,long,,,DurationFirst
Face,presurprise,94,short,,,DurationFirst
Face,presurprise,6,short,,,DurationFirst
Face,presurprise,85,long,,,DurationFirst
Face,presurprise,20,long,,,DurationFirst
Face,presurprise,79,short,,,DurationFirst
Face,presurprise,109,short,,,DurationFirst
Face,presurprise,63,short,,,DurationFirst
Face,presurprise,80,long,,,DurationFirst
Face,presurprise,101,long,,,DurationFirst
Face,presurprise,78,long,,,DurationFirst
Face,presurprise,45,long,,,DurationFirst
Face,presurprise,16,long,,,DurationFirst
Face,presurprise,22,long,,,DurationFirst
Face,presurprise,50,short,,,DurationFirst
Face,presurprise,3,long,,,DurationFirst
Face,presurprise,25,long,,,DurationFirst
Face,presurprise,19,short,,,DurationFirst
Face,presurprise,17,short,,,DurationFirst
Face,presurprise,108,long,,,DurationFirst
Face,presurprise,102,long,,,DurationFirst
Face,presurprise,111,short,,,DurationFirst
Face,presurprise,30,short,,,DurationFirst
Face,presurprise,114,long,,,DurationFirst
Face,presurprise,47,long,,,DurationFirst
Face,presurprise,36,short,,,DurationFirst
Face,presurprise,64,long,,,DurationFirst
Face,presurprise,71,short,,,DurationFirst
Face,presurprise,55,long,,,DurationFirst
Face,presurprise,44,long,,,DurationFirst
Face,presurprise,56,short,,,DurationFirst
Face,presurprise,49,short,,,DurationFirst
Face,presurprise,95,short,,,DurationFirst
Face,presurprise,112,long,,,DurationFirst
Face,presurprise,113,short,,,DurationFirst
Face,presurprise,15,long,,,DurationFirst
Face,presurprise,104,short,,,DurationFirst
Face,surprise,52,long,52.0,16.0,DurationFirst
Face,postsurprise,6,short,6.0,42.0,DurationFirst
Face,postsurprise,87,short,69.0,87.0,DurationFirst
Face,postsurprise,49,long,49.0,13.0,DurationFirst
Face,postsurprise,94,long,94.0,58.0,DurationFirst
Face,presurprise,109,short,,,DurationFirst
Face,presurprise,62,short,,,DurationFirst
Face,presurprise,19,short,,,DurationFirst
Face,presurprise,113,long,,,DurationFirst
Face,presurprise,88,short,,,DurationFirst
Face,presurprise,48,short,,,DurationFirst
Face,presurprise,49,long,,,DurationFirst
Face,presurprise,75,short,,,DurationFirst
Face,presurprise,112,short,,,DurationFirst
Face,presurprise,111,long,,,DurationFirst
Face,presurprise,36,short,,,DurationFirst
Face,presurprise,101,long,,,DurationFirst
Face,presurprise,53,short,,,DurationFirst
Face,presurprise,26,short,,,DurationFirst
Face,presurprise,102,short,,,DurationFirst
Face,presurprise,114,long,,,DurationFirst
Face,presurprise,64,short,,,DurationFirst
Face,presurprise,14,long,,,DurationFirst
Face,presurprise,94,short,,,DurationFirst
Face,presurprise,11,short,,,DurationFirst
Face,presurprise,110,short,,,DurationFirst
Face,presurprise,6,long,,,DurationFirst
Face,presurprise,38,long,,,DurationFirst
Face,presurprise,108,long,,,DurationFirst
Face,presurprise,22,long,,,DurationFirst
Face,presurprise,9,short,,,DurationFirst
Face,presurprise,79,long,,,DurationFirst
Face,presurprise,41,long,,,DurationFirst
Face,presurprise,69,long,,,DurationFirst
Face,presurprise,21,long,,,DurationFirst
Face,presurprise,10,short,,,DurationFirst
Face,presurprise,51,short,,,DurationFirst
Face,presurprise,34,long,,,DurationFirst
Face,presurprise,107,long,,,DurationFirst
Face,presurprise,104,short,,,DurationFirst
Face,presurprise,60,long,,,DurationFirst
Face,presurprise,74,short,,,DurationFirst
Face,presurprise,85,long,,,DurationFirst
Face,presurprise,63,long,,,DurationFirst
Face,presurprise,55,short,,,DurationFirst
Face,presurprise,7,long,,,DurationFirst
Face,presurprise,77,long,,,DurationFirst
Face,surprise,43,long,43.0,7.0,DurationFirst
Face,postsurprise,49,short,13.0,49.0,DurationFirst
Face,postsurprise,88,long,88.0,106.0,DurationFirst
Face,postsurprise,3,short,3.0,39.0,DurationFirst
Face,postsurprise,68,short,104.0,68.0,DurationFirst
Face,presurprise,110,short,,,DurationFirst
Face,presurprise,111,long,,,DurationFirst
Face,presurprise,99,long,,,DurationFirst
Face,presurprise,104,short,,,DurationFirst
Face,presurprise,88,short,,,DurationFirst
Face,presurprise,35,long,,,DurationFirst
Face,presurprise,114,short,,,DurationFirst
Face,presurprise,58,short,,,DurationFirst
Face,presurprise,59,long,,,DurationFirst
Face,presurprise,90,long,,,DurationFirst
Face,presurprise,32,short,,,DurationFirst
Face,presurprise,83,long,,,DurationFirst
Face,presurprise,1,short,,,DurationFirst
Face,presurprise,9,long,,,DurationFirst
Face,presurprise,82,long,,,DurationFirst
Face,presurprise,23,short,,,DurationFirst
Face,presurprise,102,short,,,DurationFirst
Face,presurprise,15,short,,,DurationFirst
Face,presurprise,49,long,,,DurationFirst
Face,presurprise,26,short,,,DurationFirst
Face,presurprise,98,long,,,DurationFirst
Face,presurprise,96,long,,,DurationFirst
Face,presurprise,22,long,,,DurationFirst
Face,presurprise,79,short,,,DurationFirst
Face,presurprise,56,short,,,DurationFirst
Face,presurprise,3,long,,,DurationFirst
Face,presurprise,67,short,,,DurationFirst
Face,presurprise,16,short,,,DurationFirst
Face,presurprise,38,long,,,DurationFirst
Face,presurprise,36,long,,,DurationFirst
Face,presurprise,113,long,,,DurationFirst
Face,presurprise,57,long,,,DurationFirst
Face,presurprise,48,long,,,DurationFirst
Face,presurprise,109,long,,,DurationFirst
Face,presurprise,42,short,,,DurationFirst
Face,presurprise,46,short,,,DurationFirst
Face,presurprise,7,long,,,DurationFirst
Face,presurprise,47,short,,,DurationFirst
Face,presurprise,87,short,,,DurationFirst
Face,presurprise,55,long,,,DurationFirst
Face,presurprise,112,short,,,DurationFirst
Face,presurprise,107,short,,,DurationFirst
Face,surprise,43,long,7.0,43.0,DurationFirst
Face,postsurprise,49,short,31.0,49.0,DurationFirst
Face,postsurprise,68,long,68.0,86.0,DurationFirst
Face,postsurprise,35,long,53.0,35.0,DurationFirst
Face,postsurprise,59,short,77.0,59.0,DurationFirst
Face,presurprise,58,short,,,DurationFirst
Face,presurprise,69,long,,,DurationFirst
Face,presurprise,52,long,,,DurationFirst
Face,presurprise,111,short,,,DurationFirst
Face,presurprise,64,short,,,DurationFirst
Face,presurprise,75,long,,,DurationFirst
Face,presurprise,56,long,,,DurationFirst
Face,presurprise,104,long,,,DurationFirst
Face,presurprise,70,long,,,DurationFirst
Face,presurprise,5,long,,,DurationFirst
Face,presurprise,44,short,,,DurationFirst
Face,presurprise,103,short,,,DurationFirst
Face,presurprise,79,short,,,DurationFirst
Face,presurprise,62,short,,,DurationFirst
Face,presurprise,45,short,,,DurationFirst
Face,presurprise,108,short,,,DurationFirst
Face,presurprise,38,long,,,DurationFirst
Face,presurprise,36,long,,,DurationFirst
Face,presurprise,7,short,,,DurationFirst
Face,presurprise,73,long,,,DurationFirst
Face,presurprise,47,long,,,DurationFirst
Face,presurprise,110,short,,,DurationFirst
Face,presurprise,33,short,,,DurationFirst
Face,presurprise,46,short,,,DurationFirst
Face,presurprise,113,long,,,DurationFirst
Face,presurprise,109,long,,,DurationFirst
Face,presurprise,99,short,,,DurationFirst
Face,presurprise,101,long,,,DurationFirst
Face,presurprise,32,long,,,DurationFirst
Face,presurprise,35,long,,,DurationFirst
Face,presurprise,12,long,,,DurationFirst
Face,presurprise,13,short,,,DurationFirst
Face,presurprise,78,short,,,DurationFirst
Face,presurprise,21,short,,,DurationFirst
Face,presurprise,19,short,,,DurationFirst
Face,presurprise,107,long,,,DurationFirst
Face,presurprise,84,long,,,DurationFirst
Face,presurprise,114,long,,,DurationFirst
Face,presurprise,77,short,,,DurationFirst
Face,presurprise,6,long,,,DurationFirst
Face,presurprise,112,short,,,DurationFirst
Face,presurprise,4,short,,,DurationFirst
Face,surprise,54,long,18.0,54.0,DurationFirst
Face,postsurprise,15,long,15.0,51.0,DurationFirst
Face,postsurprise,76,long,76.0,94.0,DurationFirst
Face,postsurprise,46,long,46.0,10.0,DurationFirst
Face,postsurprise,101,short,83.0,101.0,DurationFirst
Face,presurprise,51,short,,,DurationFirst
Face,presurprise,109,long,,,DurationFirst
Face,presurprise,76,short,,,DurationFirst
Face,presurprise,8,short,,,DurationFirst
Face,presurprise,91,long,,,DurationFirst
Face,presurprise,16,long,,,DurationFirst
Face,presurprise,87,short,,,DurationFirst
Face,presurprise,70,long,,,DurationFirst
Face,presurprise,114,long,,,DurationFirst
Face,presurprise,74,long,,,DurationFirst
Face,presurprise,113,short,,,DurationFirst
Face,presurprise,39,long,,,DurationFirst
Face,presurprise,49,short,,,DurationFirst
Face,presurprise,29,long,,,DurationFirst
Face,presurprise,63,long,,,DurationFirst
Face,presurprise,28,short,,,DurationFirst
Face,presurprise,60,short,,,DurationFirst
Face,presurprise,84,long,,,DurationFirst
Face,presurprise,107,long,,,DurationFirst
Face,presurprise,95,short,,,DurationFirst
Face,presurprise,30,short,,,DurationFirst
Face,presurprise,45,short,,,DurationFirst
Face,presurprise,97,short,,,DurationFirst
Face,presurprise,7,long,,,DurationFirst
Face,presurprise,75,long,,,DurationFirst
Face,presurprise,85,short,,,DurationFirst
Face,presurprise,22,long,,,DurationFirst
Face,presurprise,64,short,,,DurationFirst
Face,presurprise,36,short,,,DurationFirst
Face,presurprise,111,short,,,DurationFirst
Face,presurprise,112,long,,,DurationFirst
Face,presurprise,17,long,,,DurationFirst
Face,presurprise,20,long,,,DurationFirst
Face,presurprise,1,short,,,DurationFirst
Face,presurprise,104,short,,,DurationFirst
Face,presurprise,6,short,,,DurationFirst
Face,presurprise,72,short,,,DurationFirst
Face,presurprise,110,short,,,DurationFirst
Face,presurprise,98,long,,,DurationFirst
Face,presurprise,50,long,,,DurationFirst
Face,presurprise,41,long,,,DurationFirst
Face,presurprise,65,long,,,DurationFirst
Face,surprise,38,long,20.0,38.0,DurationFirst
Face,postsurprise,37,short,37.0,19.0,DurationFirst
Face,postsurprise,95,short,59.0,95.0,DurationFirst
Face,postsurprise,12,long,12.0,30.0,DurationFirst
Face,postsurprise,97,short,97.0,61.0,DurationFirst
Face,presurprise,98,short,,,DurationFirst
Face,presurprise,86,long,,,DurationFirst
Face,presurprise,63,short,,,DurationFirst
Face,presurprise,112,long,,,DurationFirst
Face,presurprise,87,long,,,DurationFirst
Face,presurprise,31,long,,,DurationFirst
Face,presurprise,82,short,,,DurationFirst
Face,presurprise,1,long,,,DurationFirst
Face,presurprise,57,long,,,DurationFirst
Face,presurprise,25,long,,,DurationFirst
Face,presurprise,29,short,,,DurationFirst
Face,presurprise,71,long,,,DurationFirst
Face,presurprise,42,long,,,DurationFirst
Face,presurprise,35,short,,,DurationFirst
Face,presurprise,60,short,,,DurationFirst
Face,presurprise,113,long,,,DurationFirst
Face,presurprise,4,short,,,DurationFirst
Face,presurprise,48,short,,,DurationFirst
Face,presurprise,52,long,,,DurationFirst
Face,presurprise,18,short,,,DurationFirst
Face,presurprise,108,long,,,DurationFirst
Face,presurprise,44,short,,,DurationFirst
Face,presurprise,27,long,,,DurationFirst
Face,presurprise,114,long,,,DurationFirst
Face,presurprise,91,long,,,DurationFirst
Face,presurprise,77,long,,,DurationFirst
Face,presurprise,3,long,,,DurationFirst
Face,presurprise,97,long,,,DurationFirst
Face,presurprise,110,short,,,DurationFirst
Face,presurprise,65,long,,,DurationFirst
Face,presurprise,109,short,,,DurationFirst
Face,presurprise,102,short,,,DurationFirst
Face,presurprise,46,long,,,DurationFirst
Face,presurprise,38,short,,,DurationFirst
Face,presurprise,111,short,,,DurationFirst
Face,presurprise,32,short,,,DurationFirst
Face,presurprise,74,short,,,DurationFirst
Face,presurprise,58,short,,,DurationFirst
Face,presurprise,106,short,,,DurationFirst
Face,presurprise,85,short,,,DurationFirst
Face,presurprise,5,long,,,DurationFirst
Face,presurprise,15,short,,,DurationFirst
Face,surprise,45,long,9.0,45.0,DurationFirst
Face,postsurprise,52,short,34.0,52.0,DurationFirst
Face,postsurprise,71,long,71.0,107.0,DurationFirst
Face,postsurprise,21,short,3.0,21.0,DurationFirst
Face,postsurprise,103,long,103.0,67.0,DurationFirst
Face,presurprise,29,long,,,DurationFirst
Face,presurprise,86,long,,,DurationFirst
Face,presurprise,79,short,,,DurationFirst
Face,presurprise,98,long,,,DurationFirst
Face,presurprise,52,long,,,DurationFirst
Face,presurprise,109,long,,,DurationFirst
Face,presurprise,95,short,,,DurationFirst
Face,presurprise,56,short,,,DurationFirst
Face,presurprise,40,short,,,DurationFirst
Face,presurprise,33,short,,,DurationFirst
Face,presurprise,65,short,,,DurationFirst
Face,presurprise,8,long,,,DurationFirst
Face,presurprise,73,short,,,DurationFirst
Face,presurprise,114,short,,,DurationFirst
Face,presurprise,87,long,,,DurationFirst
Face,presurprise,102,short,,,DurationFirst
Face,presurprise,96,long,,,DurationFirst
Face,presurprise,13,short,,,DurationFirst
Face,presurprise,7,long,,,DurationFirst
Face,presurprise,39,long,,,DurationFirst
Face,presurprise,6,long,,,DurationFirst
Face,presurprise,71,long,,,DurationFirst
Face,presurprise,72,short,,,DurationFirst
Face,presurprise,99,long,,,DurationFirst
Face,presurprise,5,short,,,DurationFirst
Face,presurprise,111,long,,,DurationFirst
Face,presurprise,37,long,,,DurationFirst
Face,presurprise,64,long,,,DurationFirst
Face,presurprise,17,short,,,DurationFirst
Face,presurprise,38,short,,,DurationFirst
Face,presurprise,30,long,,,DurationFirst
Face,presurprise,46,short,,,DurationFirst
Face,presurprise,110,short,,,DurationFirst
Face,presurprise,75,long,,,DurationFirst
Face,presurprise,36,short,,,DurationFirst
Face,presurprise,27,short,,,DurationFirst
Face,presurprise,67,long,,,DurationFirst
Face,presurprise,32,long,,,DurationFirst
Face,presurprise,106,short,,,DurationFirst
Face,presurprise,112,short,,,DurationFirst
Face,presurprise,76,short,,,DurationFirst
Face,presurprise,113,long,,,DurationFirst
Face,surprise,51,long,33.0,51.0,DurationFirst
Face,postsurprise,4,long,40.0,4.0,DurationFirst
Face,postsurprise,56,long,92.0,56.0,DurationFirst
Face,postsurprise,7,long,43.0,7.0,DurationFirst
Face,postsurprise,89,long,89.0,107.0,DurationFirst
Face,presurprise,69,short,,,DurationFirst
Face,presurprise,91,long,,,DurationFirst
Face,presurprise,111,long,,,DurationFirst
Face,presurprise,8,long,,,DurationFirst
Face,presurprise,38,long,,,DurationFirst
Face,presurprise,6,short,,,DurationFirst
Face,presurprise,112,long,,,DurationFirst
Face,presurprise,83,long,,,DurationFirst
Face,presurprise,30,short,,,DurationFirst
Face,presurprise,37,short,,,DurationFirst
Face,presurprise,96,long,,,DurationFirst
Face,presurprise,32,long,,,DurationFirst
Face,presurprise,109,short,,,DurationFirst
Face,presurprise,43,short,,,DurationFirst
Face,presurprise,67,short,,,DurationFirst
Face,presurprise,15,short,,,DurationFirst
Face,presurprise,75,long,,,DurationFirst
Face,presurprise,70,long,,,DurationFirst
Face,presurprise,54,long,,,DurationFirst
Face,presurprise,61,short,,,DurationFirst
Face,presurprise,76,long,,,DurationFirst
Face,presurprise,27,short,,,DurationFirst
Face,presurprise,13,short,,,DurationFirst
Face,presurprise,89,short,,,DurationFirst
Face,presurprise,35,long,,,DurationFirst
Face,presurprise,90,short,,,DurationFirst
Face,presurprise,110,short,,,DurationFirst
Face,presurprise,99,short,,,DurationFirst
Face,presurprise,29,long,,,DurationFirst
Face,presurprise,113,long,,,DurationFirst
Face,presurprise,92,short,,,DurationFirst
Face,presurprise,114,short,,,DurationFirst
Face,presurprise,4,long,,,DurationFirst
Face,presurprise,68,long,,,DurationFirst
Face,presurprise,66,long,,,DurationFirst
Face,presurprise,23,short,,,DurationFirst
Face,presurprise,100,short,,,DurationFirst
Face,presurprise,46,short,,,DurationFirst
Face,presurprise,95,long,,,DurationFirst
Face,presurprise,80,short,,,DurationFirst
Face,presurprise,16,long,,,DurationFirst
Face,presurprise,39,long,,,DurationFirst
Face,surprise,54,short,54.0,36.0,DurationFirst
Face,postsurprise,89,long,89.0,71.0,DurationFirst
Face,postsurprise,40,short,40.0,4.0,DurationFirst
Face,postsurprise,57,long,57.0,75.0,DurationFirst
Face,postsurprise,8,long,8.0,44.0,DurationFirst
Face,presurprise,35,long,,,DurationFirst
Face,presurprise,19,short,,,DurationFirst
Face,presurprise,63,short,,,DurationFirst
Face,presurprise,79,long,,,DurationFirst
Face,presurprise,89,long,,,DurationFirst
Face,presurprise,29,long,,,DurationFirst
Face,presurprise,108,short,,,DurationFirst
Face,presurprise,111,long,,,DurationFirst
Face,presurprise,103,long,,,DurationFirst
Face,presurprise,43,long,,,DurationFirst
Face,presurprise,60,short,,,DurationFirst
Face,presurprise,110,short,,,DurationFirst
Face,presurprise,98,short,,,DurationFirst
Face,presurprise,87,short,,,DurationFirst
Face,presurprise,113,long,,,DurationFirst
Face,presurprise,12,short,,,DurationFirst
